local time,activity,source activity,duration(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,elevationgain(m)
2024-02-13 11:13:28,Walking,walking,2626.04,2600.54,173,0,0.99,0,0,0,0,0,0,0,0
2024-02-09 17:03:17,Walking,walking,8491.05,13010.69,814,0,1.53,0,0,0,0,0,0,0,0
2024-02-07 16:56:39,Walking,walking,8306.24,12885.9,820,0,1.55,0,0,0,0,0,0,0,0
2024-02-06 16:37:14,Walking,walking,2680.72,3234.82,183,0,1.21,0,0,0,0,0,0,0,0
2024-02-06 05:44:52,Running,running,5619.58,16259.78,1355,0,2.89,0,0,0,0,0,0,0,0
2024-02-05 17:05:24,Walking,walking,7219.83,10949,789,0,1.52,0,0,0,0,0,0,0,0
2024-02-04 06:49:11,Stair Climbing,stair_climbing,4748.94,0,932,0,0,0,0,0,0,0,0,0,0
2024-02-03 11:22:45,Running,running,5723.23,16256.9,1447,0,2.84,0,0,0,0,0,0,0,0
2024-02-02 16:58:24,Walking,walking,6701.1,10095.69,574,0,1.51,0,0,0,0,0,0,0,0
2024-02-01 05:31:18,Running,running,5869.84,16263.75,1389,0,2.77,0,0,0,0,0,0,0,0
2024-01-31 17:01:09,Walking,walking,4344.66,6345.92,442,0,1.46,0,0,0,0,0,0,0,0
2024-01-30 17:50:10,Walking,walking,1013.31,931.27,52,0,0.92,0,0,0,0,0,0,0,0
2024-01-30 13:47:08,Walking,walking,2236.67,2609.06,156,0,1.17,0,0,0,0,0,0,0,0
2024-01-29 17:04:33,Walking,walking,4095.71,5872.16,352,0,1.43,0,0,0,0,0,0,0,0
2024-01-29 05:14:01,Running,running,6956.42,19234.83,1711,0,2.77,0,0,0,0,0,0,0,0
2024-01-27 22:30:33,Other,other,5605.52,769.06,440,0,0.14,0,0,0,0,0,0,0,0
2024-01-25 17:00:47,Walking,walking,4509.21,6816.91,488,0,1.51,0,0,0,0,0,0,0,0
2024-01-23 16:59:43,Walking,walking,4049.87,5943.47,430,0,1.47,0,0,0,0,0,0,0,0
2024-01-22 22:58:28,Stair Climbing,stair_climbing,890.15,0,88,0,0,0,0,0,0,0,0,0,0
2024-01-22 06:25:06,Weight Training,strength_training,3522,0,360,0,0,0,0,0,0,0,0,0,0
2024-01-22 06:23:26,Weight Training,strength_training,3638.08,0,333,0,0,0,0,0,0,0,0,0,0
2024-01-21 17:01:59,Walking,walking,3997.7,5772.24,369,0,1.44,0,0,0,0,0,0,0,0
2024-01-21 14:58:33,Treadmill Running,treadmill_running,5236.76,14636,1236,0,2.8,0,0,0,0,0,0,0,0
2024-01-20 13:39:44,Hiking,hiking,12130.55,7533.57,735,0,0.62,0,0,0,0,0,0,0,0
2024-01-19 21:04:08,Walking,walking,2088.78,2901.86,320,0,1.39,0,0,0,0,0,0,0,0
2024-01-19 20:28:48,Treadmill Running,treadmill_running,1987.09,6505.52,489,0,3.27,0,0,0,0,0,0,0,0
2024-01-18 21:52:25,Weight Training,strength_training,2791.68,0,296,0,0,0,0,0,0,0,0,0,0
2024-01-18 16:59:57,Walking,walking,4259.54,5652.43,388,0,1.33,0,0,0,0,0,0,0,0
2024-01-17 21:28:57,Treadmill Running,treadmill_running,2625.7,3496,346,0,1.33,0,0,0,0,0,0,0,0
2024-01-17 20:01:15,Treadmill Running,treadmill_running,5098.19,13912,1178,0,2.73,0,0,0,0,0,0,0,0
2024-01-16 16:59:44,Walking,walking,4388.25,5712.74,404,0,1.3,0,0,0,0,0,0,0,0
2024-01-16 06:15:52,Weight Training,strength_training,3678.52,0,369,0,0,0,0,0,0,0,0,0,0
2024-01-15 15:15:10,Treadmill Running,treadmill_running,2872.81,3827,379,0,1.33,0,0,0,0,0,0,0,0
2024-01-15 13:33:34,Treadmill Running,treadmill_running,5971.24,16239,1355,0,2.72,0,0,0,0,0,0,0,0
2024-01-14 17:01:25,Walking,walking,4220.62,5521.43,385,0,1.31,0,0,0,0,0,0,0,0
2024-01-14 10:37:17,Winter Sports,resort_skiing_snowboarding_ws,3827.16,0,443,0,0,0,0,0,0,0,0,0,0
2024-01-13 20:10:02,Walking,walking,6965.47,4942.51,384,0,0.71,0,0,0,0,0,0,0,0
2024-01-13 05:49:04,Weight Training,strength_training,3267.24,0,269,0,0,0,0,0,0,0,0,0,0
2024-01-12 07:37:35,Treadmill Running,treadmill_running,883.48,2321,205,0,2.63,0,0,0,0,0,0,0,0
2024-01-12 07:00:24,Treadmill Running,treadmill_running,2217.21,5232,518,0,2.36,0,0,0,0,0,0,0,0
2024-01-11 17:01:50,Walking,walking,3787.81,5351.47,292,0,1.41,0,0,0,0,0,0,0,0
2024-01-11 06:12:18,Weight Training,strength_training,3934,0,449,0,0,0,0,0,0,0,0,0,0
2024-01-09 21:53:59,Stair Climbing,stair_climbing,1832.09,0,200,0,0,0,0,0,0,0,0,0,0
2024-01-09 16:57:58,Walking,walking,3866.95,5551.92,318,0,1.44,0,0,0,0,0,0,0,0
2024-01-08 20:50:14,Walking,walking,2215.05,3127.47,305,0,1.41,0,0,0,0,0,0,0,0
2024-01-08 20:09:51,Treadmill Running,treadmill_running,2068.96,5943,474,0,2.87,0,0,0,0,0,0,0,0
2024-01-07 17:08:59,Walking,walking,3182.87,3472.81,254,0,1.09,0,0,0,0,0,0,0,0
2024-01-07 11:08:42,Treadmill Running,treadmill_running,3690.52,10245,904,0,2.78,0,0,0,0,0,0,0,0
2024-01-06 18:18:14,Other,other,4014.58,0,497,0,0,0,0,0,0,0,0,0,0
2024-01-06 10:22:22,Weight Training,strength_training,3536.81,0,444,0,0,0,0,0,0,0,0,0,0
2024-01-05 17:05:30,Walking,walking,3538.49,5434.15,360,6674,1.54,1.81,105,133,56,80,0,0,33
2024-01-05 06:52:49,Treadmill Running,treadmill_running,3281.12,5486.44,324,6282,1.67,2.19,106,140,57,79,137,215,0
2024-01-05 06:31:37,Treadmill Running,treadmill_running,1210.88,3991.17,291,3534,3.3,0,153,164,87,90,296,332,0
2024-01-04 06:25:53,Weight Training,strength_training,3690.91,0,421,0,0,0,111,153,0,0,0,0,0
2024-01-03 17:09:31,Walking,walking,3449.66,5226.56,344,6378,1.51,2.03,97,123,55,60,0,0,28
2024-01-03 06:17:51,Treadmill Running,treadmill_running,2381.22,3653.21,255,4558,1.53,0,109,123,58,59,107,130,0
2024-01-03 06:13:47,Treadmill Running,treadmill_running,200.82,578.13,44,562,2.88,3.02,143,153,85,87,303,321,0
2024-01-03 05:58:23,Treadmill Running,treadmill_running,546.45,1754.19,120,1586,3.21,3.79,152,175,87,93,344,419,0
2023-12-31 18:26:19,Treadmill Running,treadmill_running,2020.6,2719.79,200,3740,1.35,1.52,111,126,55,58,81,103,0
2023-12-31 15:58:10,Running,running,4823.81,14631.38,1163,13918,3.03,3.82,165,184,87,93,345,594,124
2023-12-30 21:07:02,Walking,casual_walking,3618.37,5359.12,352,6850,1.48,1.88,106,121,56,79,119,200,0
2023-12-29 21:29:30,Walking,casual_walking,1843.1,2478.39,183,3382,1.35,1.65,102,118,54,79,98,159,0
2023-12-29 15:55:32,Weight Training,strength_training,3334.54,0,349,0,0,0,106,139,0,0,0,0,0
2023-12-28 18:34:42,Walking,casual_walking,2786.1,3367.08,289,4702,1.21,2.05,112,127,51,89,58,170,0
2023-12-28 16:00:53,Running,running,5040.98,14628.81,1168,14144,2.9,5.01,160,187,85,100,333,597,133
2023-12-26 17:55:13,Walking,casual_walking,2583.84,3377.58,256,4784,1.31,1.35,112,126,55,60,81,133,0
2023-12-26 16:25:42,Running,running,3982.35,11380.99,929,11208,2.86,3.36,160,184,85,89,324,500,98
2023-12-25 13:10:11,Weight Training,strength_training,2541.13,0,265,0,0,0,104,135,0,0,0,0,0
2023-12-24 16:33:10,Running,running,1456.74,4247.76,333,4110,2.92,3.3,148,168,85,89,325,474,32
2023-12-23 14:55:54,Weight Training,strength_training,2085.68,0,246,0,0,0,109,143,0,0,0,0,0
2023-12-22 13:38:51,Running,running,3204.74,10230.84,803,9358,3.19,3.8,164,181,88,92,353,503,55
2023-12-13 16:59:50,Walking,walking,4150.5,6431.09,422,7788,1.55,2.31,101,120,56,60,0,0,35
2023-12-11 17:00:22,Walking,walking,3620.08,5475.17,357,6730,1.51,2.01,92,122,55,61,0,0,31
2023-12-07 17:07:11,Walking,walking,3554.67,5437.97,357,6650,1.53,1.85,106,125,56,60,0,0,30
2023-12-05 17:03:39,Walking,walking,3450.41,5099.77,341,6304,1.48,1.99,107,129,55,57,0,0,27
2023-11-29 17:00:22,Walking,walking,3568.82,5500.86,360,6792,1.54,2.48,94,117,57,60,0,0,34
2023-11-26 17:03:02,Walking,walking,3502.23,5520.54,362,6654,1.58,2.1,103,124,57,60,0,0,35
2023-11-26 14:44:29,Running,running,4686.93,14632.95,1148,13674,3.12,3.51,160,174,88,91,348,524,60
2023-11-23 13:06:32,Running,running,3143.83,10236.49,828,8768,3.26,4.47,171,186,85,96,365,544,41
2023-11-22 17:03:16,Walking,walking,3782.84,5933.08,392,7154,1.57,2.17,105,126,56,59,0,0,37
2023-11-21 07:03:20,Treadmill Running,treadmill_running,2135.88,6501.75,480,6186,3.04,4.43,158,183,88,105,323,493,0
2023-11-20 17:02:36,Walking,walking,3691.43,5476.49,360,6856,1.48,2.13,93,120,55,64,0,0,34
2023-11-18 15:29:38,Walking,walking,2445.91,3604.93,256,4610,1.47,1.39,106,125,53,61,0,0,0
2023-11-18 14:45:43,Treadmill Running,treadmill_running,2446.31,7547.82,638,7170,3.09,4.73,165,189,89,106,359,535,0
2023-11-17 17:02:18,Walking,walking,3771.34,5631.71,366,6960,1.49,1.99,90,116,55,58,0,0,31
2023-11-16 07:05:11,Walking,walking,870.71,1190.19,93,1660,1.37,1.39,106,122,55,61,0,0,0
2023-11-16 06:14:32,Treadmill Running,treadmill_running,2927.87,8696.76,652,8272,2.97,4.59,154,183,87,105,316,521,0
2023-11-15 17:00:45,Walking,walking,3734.02,5520.57,360,6864,1.48,1.94,90,115,55,61,0,0,35
2023-11-15 05:57:03,Weight Training,strength_training,3914,0,305,0,0,0,0,0,0,0,0,0,0
2023-11-15 05:54:44,Weight Training,strength_training,4037.48,0,293,0,0,0,97,172,0,0,0,0,0
2023-11-14 06:02:16,Walking,walking,1052.51,1609.34,118,2006,1.53,1.39,114,130,53,60,0,0,1
2023-11-14 05:24:00,Treadmill Running,treadmill_running,2095,6582.22,542,6030,3.14,4.19,165,191,88,101,327,461,0
2023-11-12 17:02:28,Walking,walking,4229.86,6303.68,410,7826,1.49,1.75,97,126,55,57,0,0,35
2023-11-11 10:55:20,Walking,walking,1496.91,2039.1,160,2886,1.36,1.39,104,115,55,61,0,0,0
2023-11-11 09:49:18,Treadmill Running,treadmill_running,3686.02,11378.06,894,10754,3.09,3.64,157,167,88,94,338,421,0
2023-11-10 17:05:51,Walking,walking,3956.13,5936.6,386,7382,1.5,3.22,102,129,56,82,0,0,35
2023-11-09 06:27:50,Treadmill Running,treadmill_running,3554.94,10863.07,938,10298,3.06,4.42,168,192,88,105,338,522,0
2023-11-08 16:58:42,Walking,walking,4070.34,6076.52,393,7538,1.49,3.65,86,113,55,59,0,0,31
2023-11-07 06:13:22,Treadmill Running,treadmill_running,2297.71,7145.49,598,6620,3.11,4.51,165,193,87,101,342,508,0
2023-11-06 17:03:03,Walking,walking,3413.53,5059.81,328,6228,1.48,2,92,121,55,61,0,0,29
2023-11-05 11:05:36,Walking,walking,4771.38,8481.24,596,9752,1.78,1.99,93,105,60,66,0,0,11
2023-11-04 12:30:55,Walking,walking,1734.37,2719.79,192,3332,1.57,1.41,112,129,54,61,0,0,1
2023-11-04 11:48:10,Treadmill Running,treadmill_running,2397.83,7547.82,632,6928,3.15,4.41,168,189,88,102,351,499,0
2023-11-03 17:05:12,Walking,walking,3997.8,5774.91,396,7362,1.45,2.39,97,144,55,79,0,0,33
2023-11-02 06:51:48,Walking,walking,1127.45,1754.19,126,2182,1.56,1.44,108,122,56,64,0,0,0
2023-11-02 06:02:47,Treadmill Running,treadmill_running,2743.1,8690.67,660,7896,3.17,4.72,158,186,88,105,343,535,0
2023-11-01 17:04:07,Walking,walking,3438.49,4987.81,323,6354,1.45,3.42,89,107,55,83,0,0,25
2023-11-01 06:10:25,Walking,walking,3249.28,5777.54,435,6692,1.78,1.53,92,103,61,66,0,0,2
2023-10-31 06:28:44,Walking,walking,1549.4,2140.96,171,2992,1.38,1.41,105,122,57,62,0,0,2
2023-10-31 05:53:49,Treadmill Running,treadmill_running,1901.78,6212.07,419,5566,3.27,4.53,155,186,89,104,345,509,0
2023-10-30 16:56:32,Walking,walking,3825.22,5595.77,371,7082,1.46,1.68,104,134,55,62,0,0,35
2023-10-29 11:35:01,Walking,walking,1524.53,2121.86,168,2958,1.39,1.43,103,116,56,65,0,0,1
2023-10-29 10:09:22,Weight Training,strength_training,5115.85,0,623,0,0,0,119,158,0,0,0,0,0
2023-10-28 13:24:38,Walking,walking,1354.37,1769.51,94,2584,1.31,1.34,103,119,57,59,96,117,0
2023-10-28 12:24:01,Treadmill Running,treadmill_running,3367.56,10235.43,851,9814,3.04,4.18,164,189,88,100,334,459,0
2023-10-27 17:03:16,Walking,walking,3789.11,5667.03,366,7140,1.5,2.19,90,112,56,60,0,0,32
2023-10-26 20:23:49,Walking,walking,2892.3,3817.06,221,5576,1.32,1.41,105,123,57,62,100,132,0
2023-10-26 19:22:23,Treadmill Running,treadmill_running,3483.53,10911.35,902,10132,3.13,4.36,166,193,88,105,327,489,0
2023-10-25 17:04:36,Walking,walking,3633.29,5371.06,348,6678,1.48,2.12,89,124,55,57,0,0,31
2023-10-25 05:53:29,Weight Training,strength_training,6290.84,0,482,0,0,0,101,145,0,0,0,0,0
2023-10-25 05:50:42,Weight Training,strength_training,6425,0,597,0,0,0,0,0,0,0,0,0,0
2023-10-24 05:20:55,Walking,walking,1696.28,2189.55,147,3264,1.29,1.34,105,118,58,60,98,128,0
2023-10-24 04:43:41,Treadmill Running,treadmill_running,2055.77,6501.75,523,6066,3.16,4.52,163,188,90,105,338,509,0
2023-10-23 05:42:13,Weight Training,strength_training,5528,0,532,0,0,0,0,0,0,0,0,0,0
2023-10-23 05:35:28,Weight Training,strength_training,5957.26,0,442,0,0,0,101,150,0,0,0,0,0
2023-10-22 17:06:50,Walking,walking,3312.05,5024.92,326,6256,1.52,2.43,90,116,56,61,0,0,26
2023-10-21 12:32:09,Walking,walking,3318.32,4251.1,313,6378,1.28,1.32,110,126,58,60,101,130,0
2023-10-21 11:48:29,Treadmill Running,treadmill_running,2418.88,7547.82,642,7104,3.12,4.45,169,189,89,104,339,506,0
2023-10-20 17:05:00,Walking,walking,3542.15,5324.33,349,6674,1.5,2.19,99,125,54,60,0,0,33
2023-10-20 06:20:48,Weight Training,strength_training,5066.46,0,476,0,0,0,105,147,0,0,0,0,0
2023-10-19 06:34:50,Walking,walking,1235.3,1604.12,113,2412,1.3,1.34,101,120,58,60,101,128,0
2023-10-19 05:47:26,Treadmill Running,treadmill_running,2514.73,7547.82,596,7288,3,4.63,156,184,88,105,336,531,0
2023-10-18 17:04:13,Walking,walking,3539.95,5340.17,346,6618,1.51,1.93,82,108,55,61,0,0,34
2023-10-18 06:10:53,Weight Training,strength_training,5556,0,564,0,0,0,0,0,0,0,0,0,0
2023-10-18 06:04:41,Weight Training,strength_training,5920.94,0,445,0,0,0,98,143,0,0,0,0,0
2023-10-17 05:32:09,Walking,walking,1461.56,1978.22,125,2830,1.35,1.39,95,109,58,59,103,129,0
2023-10-17 04:57:28,Treadmill Running,treadmill_running,1882.4,5986.39,421,5488,3.18,4.46,150,185,89,104,342,514,0
2023-10-16 17:01:58,Walking,walking,3341.03,5060.36,326,6172,1.51,2.13,86,110,55,59,0,0,27
2023-10-16 05:38:26,Weight Training,strength_training,6045.12,0,519,0,0,0,107,139,0,0,0,0,0
2023-10-14 14:40:55,Walking,walking,460.14,590.87,49,858,1.28,1.34,106,115,55,58,92,110,0
2023-10-14 13:52:57,Treadmill Running,treadmill_running,2656.9,8690.46,679,7816,3.27,3.62,165,173,89,94,345,410,0
2023-10-14 11:03:26,Walking,walking,2698.47,4428.68,296,5196,1.64,3.74,93,121,56,82,0,0,38
2023-10-13 09:30:32,Other,other,583.61,0,120,866,0,0,135,156,49,80,0,0,0
2023-10-13 09:12:52,Walking,walking,941.27,1235.25,49,1826,1.31,1.36,84,96,58,60,95,130,0
2023-10-13 08:29:44,Other,other,2464.72,0,407,5010,0,0,128,139,65,73,0,0,0
2023-10-13 07:37:22,Weight Training,strength_training,3031.76,0,231,0,0,0,93,145,0,0,0,0,0
2023-10-12 09:02:28,Walking,walking,1283.38,1655.84,107,2448,1.29,1.34,95,111,57,59,94,120,0
2023-10-12 08:04:19,Treadmill Running,treadmill_running,3218.46,10299.8,757,9394,3.2,4.3,154,176,89,100,356,492,0
2023-10-11 09:11:13,Other,other,2485.57,0,420,4844,0,0,127,157,60,80,0,0,0
2023-10-11 07:52:38,Weight Training,strength_training,3581,0,330,0,0,0,0,0,0,0,0,0,0
2023-10-11 07:41:11,Weight Training,strength_training,4985.64,0,371,0,0,0,0,0,0,0,0,0,0
2023-10-11 07:39:31,Weight Training,strength_training,5106.03,0,5,0,0,0,73,92,0,0,0,0,0
2023-10-10 10:33:15,Treadmill Running,treadmill_running,3272.32,10235.43,667,9388,3.13,4.24,142,170,87,98,340,481,0
2023-10-09 11:06:18,Walking,walking,2731.35,4396.55,293,5168,1.61,2.72,103,118,56,63,0,0,13
2023-10-09 07:15:00,Weight Training,strength_training,5718.27,0,485,0,0,0,103,151,0,0,0,0,0
2023-10-08 19:15:33,Stair Climbing,stair_climbing,614.95,0,114,0,0,0,0,0,0,0,0,0,0
2023-10-08 18:45:24,Other,other,2308.43,0,410,5388,0,0,130,139,70,77,0,0,0
2023-10-07 08:32:39,Other,other,1054.81,0,207,2436,0,0,131,143,70,78,0,0,0
2023-10-07 06:51:30,Walking,walking,2046.35,3323.33,219,3920,1.62,2.66,94,112,56,61,0,0,11
2023-10-07 06:21:39,Running,running,1745.59,5054.6,380,4936,2.9,3.28,137,150,85,88,319,493,24
2023-10-06 06:20:44,Other,other,1233.84,0,264,3016,0,0,140,152,70,77,169,183,297
2023-10-06 04:57:16,Weight Training,strength_training,4930.58,0,523,0,0,0,107,155,0,0,0,0,0
2023-10-06 04:56:06,Weight Training,strength_training,5013.44,0,567,0,0,0,0,0,0,0,0,0,0
2023-10-05 05:56:25,Running,running,3682.94,10616.28,824,10480,2.88,4.29,147,175,85,103,331,540,40
2023-10-05 05:46:00,Running,running,600,1754.19,143,0,2.92,0,134,0,0,0,0,0,0
2023-10-04 17:00:41,Walking,walking,3217.88,4582.56,294,5926,1.42,1.93,84,97,54,58,0,0,9
2023-10-04 06:02:54,Weight Training,strength_training,5465.04,0,469,0,0,0,103,145,0,0,0,0,0
2023-10-04 06:00:57,Weight Training,strength_training,5575.06,0,509,0,0,0,0,0,0,0,0,0,0
2023-10-03 05:41:39,Running,running,3624.98,10484.54,801,10266,2.89,4.09,145,180,84,98,330,542,67
2023-10-02 05:48:44,Weight Training,strength_training,5321.44,0,499,0,0,0,108,140,0,0,0,0,0
2023-10-01 18:54:11,Walking,walking,1250.39,1882.36,99,0,1.5,0,0,0,0,0,0,0,0
2023-10-01 17:01:56,Walking,walking,4106.79,6358.33,414,7890,1.55,1.97,92,116,57,62,0,0,36
2023-09-30 08:31:44,Walking,walking,947.73,1301.97,133,1838,1.37,1.62,115,125,56,61,0,0,0
2023-09-30 08:29:05,Walking,walking,1137.69,1716.78,168,0,1.51,0,0,0,0,0,0,0,0
2023-09-30 07:52:44,Treadmill Running,treadmill_running,1929.55,5938.48,471,5580,3.08,3.39,155,168,87,88,345,386,0
2023-09-29 17:00:48,Walking,walking,3279.62,5001.47,323,6230,1.52,2.91,90,120,57,113,0,0,23
2023-09-29 06:21:19,Weight Training,strength_training,4654.85,0,501,0,0,0,110,154,0,0,0,0,0
2023-09-29 06:16:15,Weight Training,strength_training,4982.49,0,555,0,0,0,0,0,0,0,0,0,0
2023-09-28 04:16:15,Walking,walking,2813.71,0,220,5336,0,0,93,116,54,62,0,0,0
2023-09-28 03:39:48,Treadmill Running,treadmill_running,1969.64,5938.48,463,5622,3.02,4.59,154,176,86,114,335,531,0
2023-09-27 17:01:36,Walking,walking,3699.96,5362.42,346,6738,1.45,1.77,84,121,53,60,0,0,32
2023-09-27 05:46:09,Weight Training,strength_training,5487,0,517,0,0,0,0,0,0,0,0,0,0
2023-09-27 05:42:22,Weight Training,strength_training,5688.85,0,470,0,0,0,103,150,0,0,0,0,0
2023-09-26 06:29:47,Walking,walking,1811.81,2611.44,224,0,1.44,0,0,0,0,0,0,0,0
2023-09-26 05:51:06,Treadmill Running,treadmill_running,2078.1,5938.48,502,5868,2.86,4.05,158,180,85,124,322,454,0
2023-09-25 05:44:00,Weight Training,strength_training,5667.31,0,547,0,0,0,111,150,0,0,0,0,0
2023-09-24 17:02:23,Walking,walking,3656.86,5469.04,360,6766,1.5,1.97,109,135,55,64,0,0,32
2023-09-24 12:33:38,Treadmill Running,treadmill_running,1861.93,4988.97,428,5206,2.68,3.24,151,159,84,86,323,381,0
2023-09-24 12:16:28,Treadmill Running,treadmill_running,579.91,1882.93,135,1574,3.49,5.84,163,186,87,120,442,627,0
2023-09-23 16:20:58,Walking,walking,1480.16,2349.64,161,2892,1.55,0,108,115,58,59,129,135,0
2023-09-23 14:39:16,Weight Training,strength_training,6047.87,0,597,0,0,0,106,157,0,0,0,0,0
2023-09-22 16:58:48,Walking,walking,3890.41,5953.7,387,7470,1.53,2.82,92,120,57,59,0,0,36
2023-09-22 05:50:52,Weight Training,strength_training,5124.84,0,436,0,0,0,104,142,0,0,0,0,0
2023-09-22 05:49:15,Weight Training,strength_training,5210.28,0,486,0,0,0,0,0,0,0,0,0,0
2023-09-22 05:46:17,Weight Training,strength_training,72.51,0,6,0,0,0,0,0,0,0,0,0,0
2023-09-21 19:40:59,Other,breathwork,484,0,0,0,0,0,57,68,0,0,0,0,0
2023-09-21 03:39:18,Other,other,3565.4,0,696,6540,0,0,143,154,64,80,0,0,828
2023-09-20 19:34:41,Stair Climbing,stair_climbing,957.04,0,94,0,0,0,0,0,0,0,0,0,0
2023-09-20 17:00:21,Walking,walking,4403.8,6623.85,428,8378,1.5,2.2,88,121,57,83,0,0,39
2023-09-20 05:55:16,Weight Training,strength_training,5717.89,0,540,0,0,0,106,139,0,0,0,0,0
2023-09-19 06:03:19,Weight Training,strength_training,7086,0,732,0,0,0,107,161,0,0,0,0,0
2023-09-19 06:00:49,Weight Training,strength_training,7177.54,0,747,0,0,0,107,161,0,0,0,0,0
2023-09-18 19:41:49,Other,other,461.53,0,51,506,0,0,115,127,32,35,0,0,0
2023-09-18 05:46:43,Weight Training,strength_training,5139,0,429,0,0,0,99,144,0,0,0,0,0
2023-09-18 05:42:05,Weight Training,strength_training,5411.35,0,491,0,0,0,99,144,0,0,0,0,0
2023-09-17 17:06:09,Walking,walking,3343.46,4810.31,279,10912,1.44,1.63,87,123,55,72,0,0,14
2023-09-17 07:47:49,Hiking,hiking,13335.79,12652.07,1024,17766,0.95,2.02,99,144,36,85,0,0,357
2023-09-16 08:05:26,Hiking,hiking,9683.71,11165.74,863,15446,1.15,1.82,111,147,46,73,0,0,374
2023-09-15 19:37:45,Other,other,1133.36,0,136,1370,0,0,116,127,44,187,0,0,0
2023-09-15 16:54:27,Walking,walking,3717.33,5564.73,369,13032,1.5,1.75,96,123,56,84,0,0,16
2023-09-14 21:06:22,Weight Training,strength_training,6879.83,0,578,0,0,0,97,144,0,0,0,0,0
2023-09-13 20:09:31,Other,other,1761.34,0,369,5868,0,0,139,146,40,53,0,0,426
2023-09-13 16:56:08,Walking,walking,4446.63,6577.99,461,13422,1.48,1.82,93,113,56,90,0,0,12
2023-09-12 22:06:19,Other,other,976.83,0,206,1226,0,0,139,146,37,38,0,0,0
2023-09-12 20:52:38,Weight Training,strength_training,4129,0,374,0,0,0,103,145,0,0,0,0,0
2023-09-11 19:54:41,Weight Training,strength_training,4123,0,346,0,0,0,99,137,0,0,0,0,0
2023-09-11 19:52:26,Weight Training,strength_training,4247.51,0,369,0,0,0,98,137,0,0,0,0,0
2023-09-11 16:56:59,Walking,walking,4358.46,6458.19,457,14202,1.48,1.67,91,113,55,63,0,0,13
2023-09-10 14:04:23,Walking,walking,1632.63,2086,245,2686,1.28,1.49,121,134,49,53,0,0,1087
2023-09-10 13:30:30,Walking,walking,1993.64,3096,151,3748,1.55,1.58,94,102,57,59,0,0,0
2023-09-10 12:54:56,Elliptical,elliptical,2012.63,0,404,0,0,0,132,142,0,0,0,0,0
2023-09-10 11:45:15,Weight Training,strength_training,3888.29,0,303,0,0,0,98,135,0,0,0,0,0
2023-09-09 16:59:02,Walking,walking,5607.67,8202.22,570,18888,1.46,1.74,96,128,55,62,0,0,16
2023-09-09 07:50:17,Hiking,hiking,11072.45,12137.83,1161,29118,1.1,1.8,117,168,48,141,0,0,561
2023-09-08 19:29:21,Other,other,2157.33,0,495,6070,0,0,148,156,39,58,0,0,522
2023-09-07 22:07:16,Other,other,569.99,0,128,1654,0,0,148,159,43,57,0,0,158
2023-09-07 20:57:28,Weight Training,strength_training,3991,0,327,0,0,0,99,136,0,0,0,0,0
2023-09-07 17:01:45,Walking,walking,4588.31,6672.51,464,16148,1.45,1.74,93,122,56,61,0,0,12
2023-09-06 22:31:04,Other,other,1188.09,0,135,1676,0,0,117,124,48,183,0,0,0
2023-09-06 21:10:48,Weight Training,strength_training,4155,0,423,0,0,0,106,139,0,0,0,0,0
2023-09-05 21:49:46,Other,other,1993.27,0,412,6830,0,0,136,145,39,64,0,0,482
2023-09-05 20:48:53,Weight Training,strength_training,4078,0,353,0,0,0,112,145,0,0,0,0,0
2023-09-05 20:47:42,Weight Training,strength_training,3694.55,0,294,0,0,0,98,130,0,0,0,0,0
2023-09-05 17:04:01,Walking,walking,4229.29,6191.34,431,14912,1.46,1.8,94,125,55,65,0,0,16
2023-09-04 20:30:12,Other,other,1796.85,0,428,2552,0,0,151,163,48,117,0,0,0
2023-09-04 09:48:56,Walking,walking,5274.08,8195,454,9824,1.55,1.58,100,111,56,117,0,0,0
2023-09-03 19:36:33,Walking,walking,4213.5,5608,707,7464,1.33,1.36,127,134,54,99,0,0,2720
2023-09-02 18:22:50,Walking,walking,2605.97,4017.32,235,8060,1.54,1.77,101,116,54,62,0,0,12
2023-09-02 14:05:41,Other,other,1989.33,0,428,2772,0,0,140,154,45,187,0,0,0
2023-09-02 12:56:01,Weight Training,strength_training,4149.38,0,339,0,0,0,100,138,0,0,0,0,0
2023-09-01 21:01:59,Other,other,1993.9,0,439,7536,0,0,142,149,42,65,0,0,482
2023-09-01 20:09:04,Weight Training,strength_training,3145.04,0,239,0,0,0,102,124,0,0,0,0,0
2023-09-01 17:02:47,Walking,walking,3784.89,5590.33,371,10148,1.48,1.73,101,131,56,67,0,0,15
2023-08-31 22:21:26,Other,other,1994.61,0,404,4852,0,0,133,142,38,84,0,0,482
2023-08-31 21:14:02,Weight Training,strength_training,3857,0,238,0,0,0,91,122,0,0,0,0,0
2023-08-31 10:40:17,Walking,walking,3625.71,4398.35,339,5654,1.21,1.57,91,123,47,53,0,0,0
2023-08-30 21:31:45,Treadmill Running,treadmill_running,2099.84,5940,487,5866,2.83,3.12,150,158,84,101,0,0,0
2023-08-30 20:17:28,Weight Training,strength_training,4071.38,0,404,0,0,0,107,151,0,0,0,0,0
2023-08-30 17:02:23,Walking,walking,4247.78,6379.84,338,14740,1.5,1.68,92,125,57,105,0,0,11
